irradiance,ambient_temperature,module_temperature,humidity,wind_speed,hour,day_of_year,power_output,weather_condition
401.4,9.74,20.59,79.25,1.49,10,47,41.983,cloudy
466.69,14.51,28.06,61.59,0.57,13,47,42.85,cloudy
401.81,11.89,20.48,58.91,4.33,14,47,41.397,cloudy
347.74,14.96,20.51,72.74,6.1,15,47,35.028,cloudy
246.05,13.88,20.49,67.8,0.97,16,47,22.636,cloudy
305.58,7.67,15.56,51.67,1.61,9,48,32.963,cloudy
364.23,11.77,21.13,58.75,1.95,10,48,35.16,cloudy
127.04,13.46,15.94,58.64,1.66,17,48,11.864,cloudy
434.53,13.93,25.1,68.34,2.33,12,49,43.715,cloudy
392.65,12.91,22.92,67.8,2.21,14,49,36.471,cloudy
348.76,11.21,21.22,61.85,0.57,15,49,33.119,cloudy
86.94,10.21,11.59,60.94,1.54,7,50,8.309,cloudy
240.35,10.2,16.67,59.24,0.93,8,50,23.738,cloudy
417.24,10.55,21.56,43.15,1.88,13,50,42.246,cloudy
285.94,11.66,18.5,82.36,2.18,15,50,28.702,cloudy
63.8,10.4,10.87,53.35,1.81,17,50,6.618,cloudy
90.06,4.64,4.38,66.02,3.71,7,51,9.655,cloudy
395.91,8.84,19.86,67.02,1.07,10,51,41.302,cloudy
381.49,14.14,24.67,49.44,1.14,13,51,36.38,cloudy
118.24,10.49,9.44,63.17,5.74,17,51,14.421,cloudy
460.29,9.24,19.77,62.32,4.1,12,52,44.165,cloudy
412.77,13.4,21.32,76.22,5.58,13,52,37.108,cloudy
385.71,12.64,22.61,65.06,2.0,14,52,37.58,cloudy
125.26,11.54,13.74,74.33,1.95,17,52,11.185,cloudy
89.12,1.06,3.05,62.14,0.85,7,53,8.83,cloudy
224.29,7.44,11.3,64.75,3.58,8,53,24.542,cloudy
306.84,7.98,15.73,66.45,1.82,9,53,28.218,cloudy
233.98,13.46,20.3,52.39,0.22,16,53,23.768,cloudy
240.9,8.63,12.67,65.94,3.99,8,54,24.768,cloudy
468.71,12.97,23.07,74.77,4.95,13,54,47.206,cloudy
369.09,12.59,20.06,78.35,4.51,14,54,35.551,cloudy
303.61,11.68,18.81,58.69,2.48,15,54,31.518,cloudy
203.65,12.48,16.78,78.45,2.26,16,54,21.624,cloudy
123.12,10.43,11.48,56.5,3.31,17,54,11.323,cloudy
229.64,9.16,15.79,61.89,0.31,8,55,21.487,cloudy
415.22,12.73,23.66,70.52,1.91,11,55,41.282,cloudy
407.58,11.43,20.28,54.16,4.23,12,55,39.222,cloudy
99.32,4.92,4.94,48.9,3.7,7,56,11.199,cloudy
239.99,8.15,14.68,77.88,0.84,8,56,24.836,cloudy
327.75,8.82,18.08,70.86,0.72,9,56,31.032,cloudy
385.1,9.78,19.68,74.48,2.07,10,56,39.429,cloudy
392.86,16.16,25.02,63.13,3.65,14,56,36.8,cloudy
191.34,12.55,16.42,74.9,2.34,16,56,16.278,cloudy
302.56,8.87,16.85,57.32,1.37,9,57,29.62,cloudy
243.89,10.66,17.24,66.44,0.91,16,57,26.33,cloudy
102.76,10.22,12.73,59.4,0.72,17,57,8.559,cloudy
406.72,13.5,23.46,65.16,2.81,14,58,40.484,cloudy
232.14,8.99,14.7,72.88,1.57,16,58,21.95,cloudy
97.18,5.21,6.83,58.22,1.62,7,59,10.108,cloudy
335.64,7.83,17.25,76.38,0.8,9,59,34.227,cloudy
440.58,8.92,19.36,66.43,3.47,11,59,44.045,cloudy
397.15,13.4,24.74,67.54,0.72,14,59,35.683,cloudy
338.44,12.25,21.79,76.87,0.76,15,59,32.913,cloudy
194.75,9.97,13.08,56.96,3.41,16,59,18.011,cloudy
370.65,10.6,19.53,56.86,2.73,14,60,37.693,cloudy
110.21,6.89,9.78,64.21,0.52,7,61,10.098,cloudy
214.74,6.96,12.29,61.84,1.38,8,61,22.164,cloudy
428.69,12.09,22.74,58.33,2.77,13,61,41.934,cloudy
335.09,11.98,18.68,62.83,4.18,15,61,32.323,cloudy
175.46,10.45,14.51,71.24,1.51,16,61,15.742,cloudy
85.81,10.68,9.15,61.28,5.13,17,61,11.739,cloudy
89.17,7.08,8.35,60.6,1.75,7,62,8.984,cloudy
96.67,12.59,13.27,67.43,2.77,17,62,10.905,cloudy
246.38,12.18,18.17,61.78,1.76,16,63,25.8,cloudy
93.51,7.65,10.04,66.46,0.52,7,64,9.661,cloudy
230.66,8.01,14.79,58.91,0.18,8,64,22.297,cloudy
446.62,9.53,19.81,60.75,3.89,12,64,44.203,cloudy
240.07,8.45,14.79,82.43,1.07,16,64,23.055,cloudy
124.98,4.39,6.0,73.18,2.67,7,65,11.597,cloudy
337.93,7.74,16.11,70.81,2.21,9,65,34.515,cloudy
372.45,8.07,18.14,51.1,1.38,10,65,37.997,cloudy
428.51,10.66,21.69,70.24,2.28,11,66,43.935,cloudy
111.14,12.37,13.77,64.27,2.42,17,66,10.354,cloudy
224.61,7.8,10.25,61.41,5.36,8,67,21.346,cloudy
344.83,14.23,22.96,65.47,2.02,15,67,34.566,cloudy
238.31,4.62,11.19,65.38,0.72,8,68,23.295,cloudy
105.83,7.18,9.4,72.4,1.2,7,69,11.482,cloudy
451.09,8.8,17.35,64.66,6.23,13,69,44.487,cloudy
126.62,9.29,10.35,43.53,3.42,17,69,11.473,cloudy
360.63,10.93,21.06,51.22,0.86,14,70,38.523,cloudy
117.34,10.02,11.79,69.15,2.19,17,70,11.515,cloudy
231.23,3.23,6.83,64.99,4.18,8,71,24.094,cloudy
414.15,5.88,17.43,85.81,1.1,10,71,40.724,cloudy
425.06,9.61,20.18,72.07,2.72,13,71,41.232,cloudy
110.62,8.39,8.69,72.29,3.77,17,73,11.685,cloudy
107.82,5.89,7.55,75.25,1.96,7,74,9.626,cloudy
397.41,10.14,20.96,46.53,1.38,14,74,39.713,cloudy
94.97,6.82,7.1,66.58,3.22,7,78,9.746,cloudy
108.76,6.33,4.93,63.1,5.83,7,80,10.532,cloudy
111.56,13.89,14.43,48.91,3.5,17,80,11.024,cloudy
104.41,0.8,2.73,55.94,1.5,7,81,12.381,cloudy
239.8,13.09,19.49,71.17,0.99,16,81,21.883,cloudy
122.58,6.39,9.79,78.08,0.34,7,82,10.363,cloudy
225.34,3.83,10.14,59.49,0.57,8,82,20.611,cloudy
113.19,9.29,11.42,60.81,1.58,17,82,8.469,cloudy
80.39,1.54,3.05,53.22,1.12,7,86,9.478,cloudy
456.55,11.97,24.84,58.65,1.03,13,89,42.935,cloudy
207.63,11.33,14.54,80.31,3.78,16,91,22.269,cloudy
210.62,2.95,9.02,76.86,0.32,8,92,19.207,cloudy
232.72,9.37,14.8,48.78,1.94,16,94,22.386,cloudy
114.57,10.67,11.14,66.66,3.7,17,94,10.898,cloudy
113.77,7.91,9.87,71.54,1.81,7,95,10.586,cloudy
115.16,10.99,13.93,54.04,0.63,17,96,11.501,cloudy
436.72,9.88,21.6,62.06,1.73,11,102,43.459,cloudy
69.38,12.48,14.24,56.5,0.4,17,111,6.321,cloudy
125.89,13.59,16.57,71.56,1.0,7,158,10.647,cloudy
113.25,21.22,22.19,47.61,3.04,17,188,12.396,cloudy
129.81,29.71,31.18,50.74,3.04,17,215,13.854,cloudy
236.86,27.61,34.05,48.86,0.83,16,232,22.718,cloudy
343.32,31.56,40.53,63.9,1.67,15,243,31.663,cloudy
111.87,28.1,30.11,73.16,1.69,7,245,10.211,cloudy
414.54,32.84,44.52,50.26,0.95,10,245,36.613,cloudy
240.05,26.6,33.26,69.85,0.68,16,254,21.181,cloudy
312.83,25.76,33.67,49.14,1.85,9,255,28.473,cloudy
101.17,27.47,27.9,64.05,3.25,7,257,11.356,cloudy
448.96,27.33,39.0,53.63,2.25,11,257,44.221,cloudy
123.4,25.52,25.53,71.74,4.61,7,262,11.302,cloudy
130.96,29.92,33.42,68.44,0.53,17,263,10.205,cloudy
226.21,26.74,30.28,58.74,4.05,8,264,23.526,cloudy
120.92,30.11,32.34,55.55,1.75,17,264,9.687,cloudy
219.08,30.09,35.96,52.54,0.89,8,265,22.381,cloudy
116.64,27.91,29.93,60.49,1.86,17,266,10.882,cloudy
263.02,30.56,37.41,61.74,1.3,9,268,25.013,cloudy
401.97,29.83,40.93,58.59,1.2,12,268,35.377,cloudy
441.13,28.53,39.63,64.71,2.67,13,268,40.678,cloudy
119.7,29.77,33.14,60.11,0.28,17,268,13.618,cloudy
370.02,30.88,41.37,63.03,0.77,11,269,33.362,cloudy
408.25,29.92,38.96,56.26,4.01,14,269,37.95,cloudy
104.18,25.24,26.15,63.2,2.77,7,271,8.814,cloudy
260.79,29.85,36.68,49.16,1.24,15,271,23.898,cloudy
373.65,29.63,39.89,66.67,1.19,10,272,36.712,cloudy
339.49,33.27,41.87,54.46,1.98,15,272,31.25,cloudy
93.75,25.56,25.9,60.04,3.09,7,273,9.235,cloudy
234.41,30.39,34.96,57.83,3.08,8,273,21.856,cloudy
327.79,27.81,36.7,57.62,1.18,9,273,29.367,cloudy
338.33,27.87,36.88,59.7,1.43,15,273,31.663,cloudy
130.78,32.56,36.27,46.79,0.26,17,273,11.477,cloudy
219.75,31.97,36.94,61.17,2.03,16,274,18.787,cloudy
76.38,31.51,29.12,56.42,5.85,17,275,6.339,cloudy
109.72,27.78,31.04,50.87,0.04,7,276,9.518,cloudy
127.72,27.86,30.66,72.2,1.29,17,276,11.61,cloudy
369.47,28.4,36.57,59.24,3.64,12,278,32.804,cloudy
365.47,26.44,36.2,49.71,1.5,10,279,33.19,cloudy
370.06,31.52,39.6,45.6,3.78,14,279,36.052,cloudy
215.99,29.93,35.0,56.02,1.76,8,280,20.737,cloudy
370.41,25.27,35.3,60.87,1.35,10,280,35.775,cloudy
425.54,25.76,37.38,50.61,1.43,12,280,38.893,cloudy
312.34,27.25,35.12,73.78,1.87,9,281,26.4,cloudy
367.63,31.48,40.62,57.65,2.37,11,281,34.116,cloudy
379.75,32.39,42.63,80.28,1.45,14,281,33.068,cloudy
208.55,31.49,35.69,65.08,2.57,16,281,20.651,cloudy
321.62,30.73,39.39,45.76,1.24,9,282,29.874,cloudy
439.14,29.94,41.18,53.97,2.41,11,282,40.113,cloudy
212.28,26.7,31.54,63.62,1.91,16,282,19.194,cloudy
409.51,29.74,39.0,60.14,3.78,12,283,37.499,cloudy
381.3,27.95,38.75,49.0,0.8,14,283,36.42,cloudy
317.08,33.29,42.02,47.58,0.97,15,283,29.144,cloudy
104.85,28.98,29.98,55.95,2.67,17,283,10.703,cloudy
98.12,23.05,25.17,54.77,1.03,7,284,8.296,cloudy
415.21,27.59,38.47,58.15,1.97,10,284,35.946,cloudy
428.92,29.1,39.99,51.18,2.47,11,284,40.362,cloudy
357.33,34.65,43.07,40.36,2.88,14,284,32.518,cloudy
307.31,28.85,35.53,60.01,3.18,15,284,28.855,cloudy
110.98,28.56,29.47,55.6,3.02,17,284,6.883,cloudy
409.44,28.41,39.16,63.79,1.91,10,285,38.519,cloudy
422.37,35.35,47.17,56.1,1.06,11,285,37.24,cloudy
103.6,27.1,28.42,63.63,2.23,17,285,9.476,cloudy
98.11,25.2,26.66,43.34,1.85,7,286,11.279,cloudy
389.01,27.8,35.7,67.81,4.72,10,286,33.568,cloudy
352.45,26.36,35.06,64.42,2.34,11,286,31.777,cloudy
433.2,32.72,44.47,66.41,1.56,13,286,33.834,cloudy
404.54,29.31,39.19,64.53,2.82,14,286,38.041,cloudy
108.42,29.58,31.22,51.22,2.01,17,286,12.113,cloudy
452.49,28.11,39.54,51.36,2.68,11,287,40.821,cloudy
104.44,21.82,23.92,74.98,1.28,7,288,9.467,cloudy
344.43,24.24,33.08,62.26,1.86,10,288,28.625,cloudy
440.39,27.53,40.19,58.99,0.68,11,288,38.341,cloudy
430.16,29.11,39.95,57.67,2.59,13,288,40.862,cloudy
123.59,25.07,27.82,58.27,1.2,7,289,9.733,cloudy
317.76,27.52,35.92,54.14,1.42,9,289,30.343,cloudy
433.35,27.26,36.08,50.56,5.23,11,289,40.092,cloudy
377.44,27.61,38.2,63.29,0.91,12,289,32.395,cloudy
438.99,31.09,43.45,68.7,1.02,13,289,35.73,cloudy
81.5,26.56,27.06,53.49,2.43,17,289,8.053,cloudy
339.12,31.48,39.64,54.15,2.52,14,290,29.614,cloudy
442.95,25.99,37.75,66.27,1.91,12,291,37.739,cloudy
461.46,28.74,41.15,53.15,1.79,13,291,44.564,cloudy
189.59,28.77,32.97,70.41,1.86,16,291,18.466,cloudy
197.14,23.24,27.34,54.95,2.27,8,292,18.562,cloudy
334.52,20.45,29.56,63.08,1.15,9,292,35.323,cloudy
253.3,30.53,36.94,62.48,1.49,15,292,23.426,cloudy
121.4,24.39,26.61,62.46,1.77,7,293,13.401,cloudy
238.93,24.7,28.88,69.58,3.73,8,293,18.162,cloudy
440.71,28.14,39.78,50.0,1.97,11,293,41.067,cloudy
344.22,28.74,36.6,54.46,3.09,15,293,32.806,cloudy
184.91,30.63,33.28,50.46,3.62,16,293,14.483,cloudy
69.37,27.69,29.11,62.89,0.82,17,293,5.918,cloudy
123.56,24.31,25.07,62.62,3.68,7,294,13.96,cloudy
395.29,24.87,33.08,59.17,4.56,10,294,36.81,cloudy
443.54,30.16,42.49,50.51,1.22,13,294,39.086,cloudy
423.29,26.46,36.69,67.1,3.09,12,295,39.2,cloudy
123.95,30.5,31.73,48.58,3.11,16,295,12.845,cloudy
127.75,29.66,29.4,64.81,5.11,17,295,13.338,cloudy
99.45,20.75,22.48,57.21,1.56,7,296,9.751,cloudy
376.35,24.19,33.56,48.77,2.4,10,296,36.208,cloudy
359.07,28.96,37.07,55.88,3.33,11,296,33.803,cloudy
429.3,28.73,39.33,59.59,2.85,13,296,41.672,cloudy
126.4,29.29,30.25,48.62,3.54,17,296,12.212,cloudy
181.16,23.28,27.29,48.36,1.79,8,297,18.005,cloudy
436.42,28.53,40.88,56.48,0.92,11,297,40.271,cloudy
364.17,29.68,39.09,50.45,1.9,12,297,34.691,cloudy
387.99,28.67,39.06,59.02,1.56,14,297,34.755,cloudy
297.46,28.64,37.42,67.98,0.19,15,297,28.922,cloudy
228.88,27.93,31.76,54.06,3.79,16,297,24.428,cloudy
213.15,23.7,27.29,63.48,3.5,8,298,17.666,cloudy
254.89,27.39,30.0,54.86,6.3,9,298,24.829,cloudy
464.34,35.38,47.63,49.35,2.11,13,298,39.561,cloudy
278.22,30.77,34.85,66.31,5.32,15,298,26.618,cloudy
120.85,28.5,30.76,71.85,1.7,17,298,11.392,cloudy
230.05,22.49,28.23,51.71,1.45,8,299,21.675,cloudy
318.04,24.99,31.84,63.93,3.36,9,299,31.223,cloudy
395.33,28.73,39.15,54.65,1.81,10,299,38.188,cloudy
388.76,25.82,37.05,46.82,0.54,12,299,37.507,cloudy
426.56,28.82,40.71,51.8,1.13,13,299,38.494,cloudy
264.79,28.07,33.85,71.32,2.7,15,299,25.718,cloudy
235.02,31.71,36.71,61.71,2.56,16,299,18.076,cloudy
108.26,25.96,24.63,68.75,5.72,17,299,11.634,cloudy
83.49,18.69,20.8,54.56,0.5,7,300,6.723,cloudy
242.77,23.61,28.74,65.47,2.7,8,300,25.311,cloudy
413.22,26.46,37.97,66.34,1.11,10,300,39.266,cloudy
423.11,27.01,39.2,65.54,0.64,11,300,37.067,cloudy
465.31,31.04,43.91,64.36,1.36,12,300,42.748,cloudy
345.34,25.36,33.64,54.45,2.59,15,300,30.624,cloudy
296.11,21.48,29.91,60.26,0.57,9,301,25.832,cloudy
394.16,26.24,36.83,58.78,1.54,10,301,36.924,cloudy
453.88,31.42,44.47,51.11,0.71,11,301,39.227,cloudy
320.92,29.88,38.57,56.58,1.17,12,301,28.813,cloudy
398.58,27.91,37.18,67.22,3.37,14,301,37.796,cloudy
306.69,26.8,35.51,74.09,0.61,15,301,29.909,cloudy
189.89,30.67,32.72,64.63,4.55,16,301,18.071,cloudy
101.2,22.88,22.77,48.84,3.93,17,301,9.901,cloudy
78.15,19.54,20.54,59.8,1.68,7,302,9.718,cloudy
244.49,23.72,30.34,60.74,0.89,8,302,21.952,cloudy
322.34,23.74,32.66,66.68,0.94,9,302,30.346,cloudy
377.53,25.2,35.14,56.66,1.73,10,302,35.582,cloudy
346.88,31.99,41.13,45.45,1.57,14,302,30.732,cloudy
316.39,29.24,36.99,49.28,2.17,15,302,28.581,cloudy
245.22,26.89,33.11,66.22,1.43,16,302,21.99,cloudy
93.14,22.83,24.96,59.27,0.83,7,303,10.142,cloudy
230.48,24.66,30.99,66.16,0.73,9,303,21.245,cloudy
412.35,27.78,39.6,53.98,0.68,13,303,34.211,cloudy
321.3,30.45,38.35,51.79,2.17,15,303,29.975,cloudy
200.29,29.65,35.04,60.67,0.77,16,303,19.35,cloudy
88.96,27.94,28.56,59.28,2.57,17,303,9.831,cloudy
111.65,24.5,27.18,45.75,0.83,7,304,9.157,cloudy
226.94,25.77,32.04,60.4,0.68,8,304,22.196,cloudy
322.58,24.75,32.71,61.18,2.14,9,304,30.759,cloudy
385.57,27.46,37.65,60.35,1.72,11,304,35.253,cloudy
438.46,26.41,37.82,74.97,2.17,12,304,36.951,cloudy
394.45,30.95,41.13,52.85,2.08,13,304,35.193,cloudy
349.32,31.41,37.59,49.65,5.38,14,304,32.055,cloudy
316.81,29.54,36.28,47.45,3.46,15,304,28.565,cloudy
100.9,20.79,23.1,74.98,0.89,7,305,6.897,cloudy
239.94,24.6,29.36,61.18,3.04,8,305,24.964,cloudy
356.31,28.05,35.86,72.81,3.6,14,305,35.03,cloudy
266.78,28.98,35.05,58.15,2.42,15,305,21.884,cloudy
244.82,29.54,36.44,64.69,0.56,16,305,25.262,cloudy
259.88,25.28,31.79,58.15,1.6,9,306,24.341,cloudy
415.89,26.33,35.5,52.11,4.14,10,306,36.101,cloudy
455.37,25.01,37.29,50.16,1.72,11,306,42.628,cloudy
404.45,27.92,39.7,52.98,0.44,13,306,39.847,cloudy
338.37,25.96,33.67,58.94,3.05,14,306,31.502,cloudy
341.14,29.52,38.1,56.7,2.08,15,306,29.16,cloudy
222.42,30.56,34.16,58.59,3.84,16,306,23.223,cloudy
73.79,26.28,27.03,64.56,1.82,17,306,7.515,cloudy
117.38,19.57,20.92,61.24,2.71,7,307,10.881,cloudy
223.3,21.82,26.31,41.13,2.76,8,307,21.069,cloudy
243.18,27.93,33.77,46.55,1.83,9,307,22.85,cloudy
390.16,23.22,34.47,62.81,0.56,10,307,32.929,cloudy
388.46,25.88,36.63,43.87,1.13,11,307,36.822,cloudy
353.93,26.27,35.75,47.5,1.43,12,307,34.155,cloudy
403.72,25.03,36.56,57.05,0.72,14,307,38.043,cloudy
266.73,26.24,31.66,60.09,3.22,15,307,26.503,cloudy
97.13,26.85,29.07,63.95,0.87,17,307,12.498,cloudy
332.61,27.25,36.83,66.71,0.5,9,308,30.188,cloudy
410.02,26.6,35.01,61.43,4.87,10,308,36.077,cloudy
443.0,23.98,34.9,67.1,2.95,11,308,40.516,cloudy
378.08,28.27,38.25,52.89,1.71,12,308,37.246,cloudy
380.55,26.65,37.77,49.03,0.37,14,308,33.845,cloudy
307.07,26.87,33.37,57.73,3.4,15,308,28.075,cloudy
218.82,28.77,33.89,49.75,1.8,16,308,17.163,cloudy
59.97,21.15,22.0,57.37,1.19,7,309,7.908,cloudy
270.7,26.41,33.6,49.12,1.17,9,309,23.758,cloudy
365.8,25.5,34.64,54.69,2.3,10,309,32.589,cloudy
431.59,26.12,37.42,64.4,2.05,11,309,37.892,cloudy
355.36,26.88,36.48,55.85,1.33,12,309,34.237,cloudy
456.98,28.6,37.58,52.52,5.91,13,309,40.74,cloudy
284.47,27.05,34.34,63.46,1.56,15,309,28.201,cloudy
216.85,27.96,30.45,70.29,5.02,16,309,20.213,cloudy
124.43,27.14,29.99,51.01,1.11,17,309,9.514,cloudy
225.44,22.16,26.43,47.08,3.12,8,310,21.515,cloudy
307.62,22.11,28.34,53.67,3.75,9,310,31.731,cloudy
384.95,26.36,34.48,51.79,4.29,10,310,32.603,cloudy
366.97,27.18,33.71,65.04,5.59,11,310,35.884,cloudy
394.59,28.06,37.86,58.07,2.54,12,310,35.735,cloudy
440.62,26.77,37.74,70.29,2.81,13,310,39.002,cloudy
318.95,27.72,35.38,55.19,2.39,14,310,30.686,cloudy
205.79,28.84,32.92,51.13,2.61,16,310,21.5,cloudy
102.75,25.15,26.15,51.4,2.6,17,310,12.068,cloudy
89.6,22.89,24.85,67.82,0.91,7,311,9.67,cloudy
202.36,25.31,30.01,49.14,1.72,8,311,21.318,cloudy
414.65,26.2,36.2,47.49,3.05,10,311,37.32,cloudy
346.92,27.31,37.16,67.66,0.7,12,311,30.223,cloudy
444.93,24.39,36.1,60.46,2.05,13,311,40.639,cloudy
345.04,28.24,36.48,51.1,2.65,15,311,29.839,cloudy
166.56,30.71,33.93,48.0,2.22,16,311,16.568,cloudy
94.34,18.98,20.5,51.46,1.64,7,312,10.425,cloudy
183.22,24.54,28.54,58.65,1.87,8,312,17.892,cloudy
293.39,23.91,31.78,54.31,1.15,9,312,26.905,cloudy
459.82,26.47,38.75,55.89,1.89,13,312,42.656,cloudy
292.96,27.04,32.53,64.11,4.13,15,312,26.233,cloudy
115.6,19.95,22.98,63.08,0.55,7,313,13.799,cloudy
159.92,19.9,21.31,65.2,4.23,8,313,17.458,cloudy
263.67,25.1,31.93,62.63,1.35,9,313,25.731,cloudy
410.23,25.55,35.8,75.48,2.57,11,313,34.494,cloudy
402.03,28.65,39.7,69.36,1.27,12,313,37.034,cloudy
395.03,30.65,39.97,49.65,3.17,13,313,36.343,cloudy
407.1,24.17,34.75,59.06,2.04,14,313,35.598,cloudy
240.88,26.57,31.77,50.95,2.53,16,313,23.368,cloudy
91.69,23.12,22.55,49.7,4.16,17,313,9.839,cloudy
221.71,21.42,27.68,56.01,0.49,8,314,19.79,cloudy
273.39,20.32,26.92,55.91,2.0,9,314,24.795,cloudy
356.39,24.57,32.53,61.97,3.42,10,314,33.589,cloudy
381.26,25.36,35.89,54.89,1.14,11,314,32.888,cloudy
453.19,22.91,34.83,70.14,2.09,13,314,41.37,cloudy
360.28,23.81,33.24,61.0,1.72,14,314,31.751,cloudy
94.34,22.82,22.23,58.02,4.28,17,314,8.205,cloudy
76.67,19.55,19.78,66.99,2.59,7,315,7.59,cloudy
210.41,23.16,28.34,66.12,1.42,8,315,20.514,cloudy
310.8,19.98,27.91,57.85,1.74,9,315,31.277,cloudy
386.59,22.73,31.42,60.82,3.63,10,315,35.337,cloudy
423.81,24.62,33.74,68.26,4.5,11,315,39.402,cloudy
380.89,28.3,37.78,69.48,2.42,12,315,37.393,cloudy
462.91,30.27,43.32,52.25,1.05,13,315,41.571,cloudy
258.91,27.77,34.07,50.84,1.84,14,315,20.792,cloudy
270.24,20.53,25.96,59.49,3.34,15,315,24.377,cloudy
203.37,24.11,26.01,50.5,5.25,16,315,18.64,cloudy
125.26,32.54,35.03,65.36,1.59,17,315,10.179,cloudy
129.63,19.66,22.44,69.8,1.38,8,316,12.644,cloudy
337.9,21.6,31.05,60.33,0.86,9,316,31.434,cloudy
398.37,23.61,34.17,68.43,1.74,10,316,40.02,cloudy
377.97,26.59,34.09,61.9,4.8,11,316,36.09,cloudy
451.65,27.83,37.66,64.97,4.65,12,316,43.039,cloudy
389.3,27.12,35.51,58.19,4.1,13,316,34.334,cloudy
351.39,28.28,33.85,55.33,6.21,14,316,34.376,cloudy
324.88,23.52,32.43,48.78,1.05,15,316,32.617,cloudy
42.74,19.25,20.13,49.27,0.49,7,317,1.49,cloudy
203.11,21.08,25.22,56.58,2.44,8,317,19.209,cloudy
291.15,21.21,27.76,54.31,2.73,9,317,28.361,cloudy
332.14,23.74,32.73,49.83,1.21,10,317,28.803,cloudy
309.52,25.7,33.71,52.56,1.6,11,317,27.949,cloudy
452.35,25.37,36.99,80.47,2.44,12,317,39.591,cloudy
396.82,25.94,35.96,49.97,2.36,13,317,37.956,cloudy
367.52,27.07,34.98,53.59,3.89,14,317,33.132,cloudy
78.06,18.22,18.81,50.67,2.19,7,318,5.6,cloudy
200.44,20.45,23.09,51.17,4.21,8,318,18.229,cloudy
339.54,24.04,33.34,45.12,1.1,9,318,32.43,cloudy
323.1,19.87,29.39,62.26,0.21,10,318,30.061,cloudy
323.6,25.7,33.93,64.84,1.84,12,318,28.924,cloudy
450.76,27.53,38.58,67.77,3.1,13,318,43.182,cloudy
318.65,28.29,36.31,68.25,1.92,14,318,28.673,cloudy
260.76,33.89,40.44,57.58,1.59,15,318,24.952,cloudy
209.91,28.72,33.47,58.6,1.94,16,318,19.665,cloudy
76.24,22.73,22.44,62.02,3.22,17,318,6.266,cloudy
103.79,21.1,20.55,66.4,4.59,7,319,10.793,cloudy
194.56,25.2,28.78,54.75,2.82,8,319,17.391,cloudy
219.94,19.98,25.92,69.72,0.82,9,319,18.633,cloudy
373.3,21.78,32.67,53.98,0.38,10,319,34.529,cloudy
389.19,23.84,33.86,43.83,2.07,11,319,35.387,cloudy
434.06,26.22,37.71,69.1,1.92,12,319,38.438,cloudy
368.63,28.22,36.06,40.94,4.02,13,319,31.981,cloudy
361.62,24.92,33.83,54.3,2.43,14,319,34.023,cloudy
212.12,24.4,27.22,65.29,4.43,15,319,19.235,cloudy
84.11,22.23,22.58,51.17,2.72,7,320,9.989,cloudy
312.55,20.48,28.49,63.8,1.7,9,320,26.994,cloudy
363.98,26.13,35.85,42.99,1.51,10,320,32.53,cloudy
391.0,30.06,41.43,68.48,0.46,11,320,34.723,cloudy
351.88,26.18,36.12,49.71,0.77,13,320,31.975,cloudy
396.19,26.53,37.51,57.38,1.14,14,320,34.325,cloudy
333.51,23.2,32.61,56.89,0.74,15,320,30.46,cloudy
54.63,25.45,24.97,53.99,2.65,17,320,5.051,cloudy
112.98,20.22,21.1,56.62,3.14,7,321,7.912,cloudy
232.27,21.05,24.55,61.12,4.33,8,321,25.506,cloudy
291.7,23.11,31.38,78.12,0.6,9,321,26.622,cloudy
305.39,25.34,34.07,60.37,0.55,10,321,29.667,cloudy
383.56,24.94,35.37,43.03,1.35,11,321,32.6,cloudy
376.51,25.7,34.16,62.77,3.54,12,321,37.081,cloudy
239.63,22.52,29.32,56.22,0.49,14,321,22.061,cloudy
262.81,26.06,31.67,49.04,2.84,15,321,26.6,cloudy
224.68,22.96,28.26,66.07,1.79,16,321,21.658,cloudy
77.37,14.31,16.26,65.21,0.46,7,322,6.68,cloudy
211.44,16.78,21.64,68.82,1.86,8,322,20.987,cloudy
310.28,21.06,27.84,66.34,3.16,9,322,28.878,cloudy
380.28,26.25,34.21,68.43,4.31,10,322,34.872,cloudy
403.08,25.06,33.88,52.81,4.09,11,322,37.171,cloudy
348.6,24.56,33.13,60.39,2.36,12,322,32.887,cloudy
429.27,26.98,39.68,56.59,0.22,13,322,38.784,cloudy
376.82,26.72,37.64,64.8,0.47,14,322,32.104,cloudy
253.86,23.13,28.28,47.05,3.08,15,322,26.018,cloudy
159.04,26.28,30.38,66.91,0.84,16,322,16.683,cloudy
102.79,26.21,25.94,60.73,4.19,17,322,10.193,cloudy
216.89,22.49,28.49,66.43,0.64,8,323,18.822,cloudy
311.0,20.02,26.54,68.13,3.51,9,323,28.894,cloudy
380.56,22.87,32.55,52.54,2.17,10,323,31.355,cloudy
384.5,22.98,30.86,47.57,4.57,11,323,37.589,cloudy
344.63,27.04,33.76,66.52,4.53,12,323,32.561,cloudy
349.32,27.17,32.96,61.05,5.86,13,323,33.263,cloudy
387.35,28.31,38.19,49.47,2.17,14,323,36.36,cloudy
297.43,23.52,29.88,52.7,3.21,15,323,28.092,cloudy
128.62,24.44,26.98,65.84,1.65,17,323,12.248,cloudy
176.73,18.58,22.7,64.71,1.48,8,324,17.644,cloudy
260.08,25.05,32.01,53.35,1.06,9,324,24.58,cloudy
