irradiance,ambient_temperature,module_temperature,humidity,wind_speed,hour,day_of_year,power_output,weather_condition
660.9,10.65,28.37,68.5,2.63,14,111,65.261,sunny
468.41,14.11,27.25,75.68,1.15,15,111,45.767,moderate
366.69,13.93,24.23,58.51,0.87,16,111,34.09,sunny
69.38,12.48,14.24,56.5,0.4,17,111,6.321,cloudy
30.18,13.99,13.51,59.95,1.74,18,111,4.075,night_or_low_power
0.0,10.71,9.81,71.92,1.12,19,111,0.0,night_or_low_power
0.0,11.11,8.19,72.66,3.65,20,111,0.0,night_or_low_power
0.0,3.91,2.66,69.53,1.57,21,111,0.0,night_or_low_power
19.04,6.49,4.39,60.3,3.35,22,111,0.0,night_or_low_power
22.1,6.99,5.32,81.1,2.92,23,111,4.213,night_or_low_power
0.0,1.72,1.44,59.94,0.35,0,112,0.0,night_or_low_power
0.0,-4.21,-4.74,68.23,0.67,1,112,0.0,night_or_low_power
7.86,1.31,0.62,77.9,1.16,3,112,0.0,night_or_low_power
14.13,4.39,2.82,66.61,2.48,4,112,0.0,night_or_low_power
0.0,2.93,1.55,81.85,1.72,5,112,0.0,night_or_low_power
0.0,5.1,4.81,74.11,0.36,6,112,0.0,night_or_low_power
214.77,5.09,10.78,60.26,0.94,7,112,22.443,sunny
451.58,7.34,20.26,64.16,0.78,8,112,42.468,sunny
575.45,8.76,23.49,61.79,3.16,9,112,52.598,sunny
666.02,8.83,28.06,77.1,0.94,10,112,64.566,sunny
823.55,12.77,35.34,71.02,2.68,11,112,74.036,sunny
711.66,14.68,35.57,50.7,0.58,12,112,65.005,sunny
668.14,10.13,30.07,69.64,0.13,13,112,62.908,moderate
689.93,13.03,32.09,63.63,2.04,14,112,64.565,sunny
569.08,9.56,24.58,55.49,2.57,15,112,56.181,sunny
371.78,8.42,18.47,59.6,1.38,16,112,37.813,sunny
238.89,13.2,18.79,62.33,1.97,17,112,23.983,sunny
0.0,14.11,13.73,45.94,0.47,18,112,0.0,night_or_low_power
22.19,8.23,7.72,68.07,1.47,19,112,0.747,night_or_low_power
36.11,11.26,9.42,65.61,3.65,20,112,2.576,night_or_low_power
0.0,4.62,3.2,68.21,1.78,22,112,0.0,night_or_low_power
0.0,7.39,5.48,64.87,2.4,23,112,0.0,night_or_low_power
8.92,1.53,-1.18,60.32,3.73,0,113,0.0,night_or_low_power
15.89,4.69,3.49,62.76,2.09,1,113,0.0,night_or_low_power
0.0,1.99,-0.02,62.89,2.51,2,113,0.0,night_or_low_power
1.86,1.42,-2.66,74.4,5.16,3,113,0.0,night_or_low_power
0.0,2.34,0.4,60.42,2.43,4,113,0.0,night_or_low_power
44.36,-0.18,0.01,65.66,1.42,5,113,7.021,night_or_low_power
0.0,7.71,3.63,66.74,5.1,6,113,0.0,night_or_low_power
182.91,6.85,10.53,54.73,2.26,7,113,19.043,sunny
398.71,7.39,18.85,63.03,0.63,8,113,38.856,sunny
519.38,7.6,21.93,66.77,1.56,9,113,49.024,sunny
759.84,12.99,32.64,66.86,3.93,11,113,71.457,sunny
814.73,11.47,34.96,58.65,1.19,12,113,77.068,sunny
660.7,14.45,30.84,54.66,4.29,13,113,63.166,moderate
623.45,13.24,30.71,60.21,1.54,14,113,57.313,sunny
542.76,12.33,27.84,65.91,0.96,15,113,48.723,sunny
349.23,13.84,21.35,61.36,3.71,16,113,33.726,moderate
269.05,10.21,17.75,56.38,0.66,17,113,24.802,sunny
0.0,7.69,6.9,84.17,0.98,18,113,0.0,night_or_low_power
18.62,8.88,7.78,59.59,2.06,19,113,0.0,night_or_low_power
44.92,7.76,7.23,55.81,2.34,20,113,5.15,night_or_low_power
0.0,5.95,3.3,61.68,3.31,21,113,0.0,night_or_low_power
2.38,7.57,7.0,73.5,0.8,22,113,0.0,night_or_low_power
0.0,5.15,3.48,72.24,2.09,23,113,0.0,night_or_low_power
0.0,3.22,3.07,82.82,0.19,0,114,0.0,night_or_low_power
0.0,2.94,2.75,60.58,0.24,1,114,0.0,night_or_low_power
0.0,2.95,2.13,66.26,1.03,2,114,0.0,night_or_low_power
0.0,4.01,1.36,76.3,3.31,3,114,0.0,night_or_low_power
0.0,3.56,1.36,60.0,2.75,4,114,0.0,night_or_low_power
0.15,3.94,2.72,77.5,1.54,5,114,0.0,night_or_low_power
0.0,2.62,2.35,69.1,0.33,6,114,0.0,night_or_low_power
177.91,5.07,8.55,61.33,2.32,7,114,20.168,moderate
532.88,9.46,23.96,69.92,1.86,9,114,52.587,sunny
528.24,7.31,22.63,78.52,0.66,10,114,51.837,moderate
742.87,10.2,31.09,68.13,1.75,11,114,70.785,sunny
826.5,10.26,34.73,68.56,0.4,12,114,77.976,sunny
659.39,15.34,34.18,65.2,1.18,13,114,63.276,moderate
725.54,13.29,32.55,71.4,3.13,14,114,69.561,sunny
545.13,13.48,25.95,73.75,4.85,15,114,54.663,sunny
269.87,11.98,18.92,41.53,1.45,16,114,26.373,moderate
238.48,10.07,16.78,62.91,0.55,17,114,22.036,sunny
0.0,9.39,6.78,60.83,3.27,18,114,0.0,night_or_low_power
0.0,10.06,8.28,66.98,2.23,19,114,0.0,night_or_low_power
26.46,7.27,6.68,63.56,1.72,20,114,2.675,night_or_low_power
13.43,7.5,6.31,70.19,1.99,21,114,0.0,night_or_low_power
4.4,5.57,4.5,70.16,1.5,22,114,0.0,night_or_low_power
0.0,4.84,3.36,52.49,1.85,23,114,0.0,night_or_low_power
0.0,4.25,2.55,50.68,2.13,0,115,0.0,night_or_low_power
9.93,2.0,0.47,75.15,2.29,1,115,0.0,night_or_low_power
15.75,2.26,1.17,62.33,1.96,2,115,0.0,night_or_low_power
6.33,4.87,4.36,81.56,0.88,3,115,0.0,night_or_low_power
0.0,7.21,2.21,73.58,6.25,4,115,0.0,night_or_low_power
0.0,6.19,4.76,52.92,1.78,5,115,0.0,night_or_low_power
5.4,-0.19,-0.28,63.71,0.31,6,115,0.0,night_or_low_power
137.12,5.07,7.93,69.63,1.57,7,115,12.474,moderate
396.31,8.11,18.69,62.78,1.64,8,115,39.297,sunny
436.22,6.98,19.29,65.47,0.98,9,115,44.861,moderate
537.03,8.09,23.63,57.49,0.72,10,115,51.561,moderate
771.26,10.58,32.02,68.0,2.12,11,115,69.003,sunny
660.46,12.91,31.04,64.35,2.1,12,115,63.571,moderate
738.74,13.95,35.6,69.77,0.64,13,115,64.208,sunny
549.74,12.15,26.93,64.15,2.14,14,115,51.989,moderate
369.94,11.83,20.88,59.65,2.56,15,115,37.564,moderate
412.59,10.53,22.45,66.36,0.57,16,115,41.451,sunny
159.38,12.43,16.0,67.31,1.52,17,115,13.545,moderate
23.61,11.26,7.02,64.95,6.19,18,115,3.894,night_or_low_power
0.0,10.99,8.61,74.88,2.97,19,115,0.0,night_or_low_power
55.85,8.14,7.43,57.65,2.98,20,115,6.855,night_or_low_power
0.0,3.97,1.56,75.48,3.01,21,115,0.0,night_or_low_power
11.57,4.69,1.7,58.14,4.17,22,115,0.0,night_or_low_power
0.0,6.06,5.26,72.5,1.01,23,115,0.0,night_or_low_power
0.0,0.19,-0.11,53.48,0.37,0,116,0.0,night_or_low_power
4.6,2.99,1.94,66.26,1.49,1,116,0.0,night_or_low_power
21.51,3.56,3.23,76.03,1.22,2,116,1.719,night_or_low_power
25.49,7.16,6.86,63.46,1.33,3,116,3.911,night_or_low_power
18.18,2.45,0.48,68.06,3.15,4,116,0.0,night_or_low_power
25.94,4.21,4.16,70.21,1.03,5,116,2.469,night_or_low_power
216.21,5.52,11.79,69.77,0.26,7,116,22.289,sunny
417.48,10.14,19.1,57.67,4.45,8,116,36.682,sunny
547.71,10.07,26.14,72.85,0.45,9,116,55.135,sunny
666.57,10.04,27.6,64.49,3.06,10,116,64.66,sunny
679.39,12.43,30.46,66.35,2.93,11,116,63.842,sunny
667.68,12.02,30.83,54.82,1.53,12,116,64.451,moderate
810.4,17.33,39.01,68.3,3.3,13,116,72.147,sunny
712.4,8.86,29.48,65.46,0.93,14,116,69.32,sunny
443.41,12.25,24.92,52.07,0.79,15,116,43.229,moderate
381.45,11.81,20.77,60.22,3.1,16,116,37.887,sunny
225.1,11.25,17.02,69.9,1.23,17,116,21.862,sunny
0.0,12.65,7.93,64.97,5.9,18,116,0.0,night_or_low_power
20.28,8.39,6.51,71.49,3.1,19,116,2.998,night_or_low_power
0.0,8.97,7.02,62.63,2.43,20,116,0.0,night_or_low_power
0.0,7.16,6.1,76.04,1.32,21,116,0.0,night_or_low_power
2.05,7.16,6.71,77.62,0.65,22,116,0.0,night_or_low_power
0.0,4.18,1.05,53.66,3.91,23,116,0.0,night_or_low_power
0.0,4.4,1.3,72.3,3.88,0,117,0.0,night_or_low_power
3.95,3.01,2.31,80.32,1.03,1,117,0.0,night_or_low_power
0.0,1.12,0.67,72.89,0.56,2,117,0.0,night_or_low_power
0.0,6.46,4.85,66.33,2.01,3,117,0.0,night_or_low_power
0.0,2.24,0.71,57.96,1.91,4,117,0.0,night_or_low_power
0.0,3.6,0.82,65.46,3.47,5,117,0.0,night_or_low_power
0.0,3.88,2.66,63.75,1.52,6,117,0.0,night_or_low_power
205.99,7.6,9.45,73.19,5.42,7,117,21.745,sunny
295.23,7.13,13.81,74.33,2.73,8,117,28.961,moderate
568.55,12.42,24.65,62.65,6.03,9,117,54.097,sunny
638.42,11.66,30.39,56.72,0.53,10,117,60.936,sunny
812.64,11.07,33.72,47.56,2.16,11,117,72.99,sunny
824.18,10.6,31.25,69.51,5.1,12,117,75.858,sunny
779.7,12.7,35.61,67.88,0.6,13,117,71.771,sunny
671.43,14.13,31.32,46.5,3.69,14,117,62.957,sunny
628.31,12.83,31.39,67.96,0.35,15,117,60.566,sunny
388.27,12.14,23.27,71.08,0.65,16,117,35.606,sunny
221.83,9.59,15.79,43.24,0.57,17,117,21.527,sunny
48.12,15.08,15.96,54.72,0.7,18,117,4.801,night_or_low_power
15.8,8.98,6.79,85.43,3.33,19,117,0.0,night_or_low_power
0.0,5.34,4.14,67.78,1.5,20,117,0.0,night_or_low_power
36.12,4.65,4.29,85.88,1.8,21,117,2.821,night_or_low_power
3.74,4.9,4.27,69.34,0.93,22,117,0.0,night_or_low_power
9.23,8.44,7.18,74.8,1.93,23,117,0.0,night_or_low_power
7.6,3.53,-0.21,65.76,4.96,0,118,0.0,night_or_low_power
22.83,2.62,2.82,63.29,0.61,1,118,0.632,night_or_low_power
0.0,5.2,3.9,71.82,1.63,3,118,0.0,night_or_low_power
8.09,5.19,4.73,60.72,0.87,4,118,0.0,night_or_low_power
0.0,5.06,4.61,59.91,0.56,5,118,0.0,night_or_low_power
45.41,3.49,2.84,55.82,2.52,6,118,4.954,night_or_low_power
171.31,5.4,8.73,67.73,2.26,7,118,18.37,moderate
318.67,5.02,14.03,73.74,0.68,8,118,31.919,moderate
540.59,9.04,21.79,63.94,4.34,9,118,53.02,sunny
542.91,9.85,23.87,62.88,2.83,10,118,52.983,moderate
827.91,10.68,32.16,77.36,4.19,11,118,77.281,sunny
684.87,13.09,29.92,51.14,4.65,12,118,64.641,sunny
727.59,11.71,33.1,79.15,0.55,13,118,69.489,sunny
768.87,12.52,31.89,53.52,4.62,14,118,70.696,sunny
582.39,12.05,27.0,63.58,3.15,15,118,58.368,sunny
347.58,12.46,20.66,67.31,2.79,16,118,35.001,moderate
234.39,12.46,18.24,72.2,1.57,17,118,22.802,sunny
29.57,8.01,5.35,53.58,4.43,18,118,4.444,night_or_low_power
18.21,10.4,7.01,66.63,4.91,19,118,0.0,night_or_low_power
28.16,8.73,7.46,61.14,2.64,20,118,3.41,night_or_low_power
7.5,7.74,5.73,74.46,2.8,21,118,0.0,night_or_low_power
0.0,5.38,5.32,52.06,0.08,23,118,0.0,night_or_low_power
0.0,3.14,-1.09,71.5,5.3,0,119,0.0,night_or_low_power
54.13,4.36,4.38,67.78,2.01,1,119,6.407,night_or_low_power
29.01,5.59,1.97,81.67,5.62,2,119,3.19,night_or_low_power
5.06,2.49,1.92,76.57,0.9,3,119,0.0,night_or_low_power
0.0,3.06,0.99,61.59,2.58,4,119,0.0,night_or_low_power
15.87,6.03,4.47,75.06,2.54,5,119,0.0,night_or_low_power
0.0,4.7,2.3,68.66,3.0,6,119,0.0,night_or_low_power
237.5,5.57,11.39,73.19,1.64,7,119,24.447,sunny
414.63,9.15,20.57,59.81,1.28,8,119,40.564,sunny
469.76,8.74,20.44,63.03,2.99,9,119,46.18,moderate
607.75,13.25,28.87,69.24,3.27,10,119,58.992,moderate
826.8,10.91,34.24,70.93,1.84,11,119,76.813,sunny
815.01,11.0,33.14,48.19,2.89,12,119,77.316,sunny
683.42,13.13,28.59,68.72,6.3,13,119,66.415,sunny
712.48,14.18,33.85,56.86,2.12,14,119,69.036,sunny
514.19,13.78,29.03,65.68,0.22,15,119,49.548,sunny
407.37,13.71,23.8,50.6,2.67,16,119,39.699,sunny
228.13,10.74,17.06,72.23,0.65,17,119,23.278,sunny
52.14,13.08,12.67,69.52,2.46,18,119,5.319,night_or_low_power
0.0,6.29,3.19,60.57,3.88,19,119,0.0,night_or_low_power
0.0,6.74,5.32,70.18,1.78,20,119,0.0,night_or_low_power
2.78,7.09,4.32,66.52,3.56,21,119,0.0,night_or_low_power
0.0,4.41,1.5,72.85,3.64,22,119,0.0,night_or_low_power
0.0,4.15,0.41,57.06,4.68,23,119,0.0,night_or_low_power
4.66,3.17,-1.2,62.72,5.64,1,120,0.0,night_or_low_power
9.17,4.34,4.5,67.64,0.14,2,120,0.0,night_or_low_power
0.0,2.52,1.53,81.92,1.24,3,120,0.0,night_or_low_power
37.83,2.33,2.76,70.33,0.88,4,120,3.098,night_or_low_power
0.0,3.96,1.42,75.78,3.18,5,120,0.0,night_or_low_power
0.0,8.12,6.69,59.33,1.79,6,120,0.0,night_or_low_power
214.99,9.31,14.96,61.23,1.0,7,120,19.815,sunny
359.24,7.46,17.23,61.24,1.26,8,120,32.494,sunny
565.84,10.73,26.57,63.59,1.41,9,120,55.522,sunny
642.3,10.88,27.31,70.44,3.55,10,120,61.734,sunny
691.31,14.52,34.94,60.78,0.41,11,120,67.238,sunny
629.48,13.13,31.21,61.67,1.0,12,120,57.049,moderate
680.83,12.84,33.19,68.87,0.09,13,120,66.503,sunny
706.58,16.62,35.0,58.47,3.51,14,120,65.244,sunny
617.31,11.4,26.42,58.68,4.38,15,120,56.867,sunny
368.46,13.39,22.16,61.29,2.85,16,120,32.961,sunny
185.83,14.68,17.71,77.99,3.18,17,120,17.667,sunny
0.0,12.25,10.37,71.53,2.35,18,120,0.0,night_or_low_power
23.51,8.19,6.63,81.5,2.82,19,120,2.848,night_or_low_power
24.99,6.78,7.31,56.53,0.28,20,120,2.04,night_or_low_power
0.0,4.31,2.11,71.18,2.74,21,120,0.0,night_or_low_power
0.0,8.88,8.14,63.02,0.93,22,120,0.0,night_or_low_power
3.42,2.62,0.15,66.32,3.21,23,120,0.0,night_or_low_power
6.65,5.63,4.49,55.14,1.67,0,121,0.0,night_or_low_power
0.0,0.85,-3.31,80.02,5.2,1,121,0.0,night_or_low_power
0.0,8.64,6.7,53.13,2.43,2,121,0.0,night_or_low_power
0.0,0.99,0.32,76.67,0.85,3,121,0.0,night_or_low_power
0.66,4.29,3.83,64.92,0.59,4,121,0.0,night_or_low_power
0.0,7.42,6.67,59.37,0.94,5,121,0.0,night_or_low_power
0.0,4.62,3.07,60.28,1.95,6,121,0.0,night_or_low_power
200.01,8.36,10.4,66.64,4.95,7,121,19.521,sunny
410.72,7.97,19.19,63.48,1.37,8,121,42.043,sunny
514.49,10.6,23.9,65.27,2.66,9,121,49.863,sunny
709.9,13.19,34.05,48.18,0.55,10,121,67.703,sunny
729.85,11.21,30.59,48.44,3.14,11,121,69.634,sunny
781.27,15.85,37.9,48.3,1.74,12,121,70.678,sunny
645.46,14.06,31.32,70.09,2.64,13,121,59.636,moderate
795.42,17.43,36.88,73.74,5.52,14,121,73.399,sunny
478.86,11.7,24.34,62.63,2.15,15,121,46.627,moderate
444.21,11.58,24.4,70.74,0.63,16,121,43.143,sunny
256.94,11.6,17.48,67.55,2.28,17,121,25.848,sunny
1.49,8.6,6.87,75.48,2.22,18,121,0.0,night_or_low_power
0.0,11.68,8.82,74.39,3.57,19,121,0.0,night_or_low_power
0.0,8.38,6.68,56.34,2.13,20,121,0.0,night_or_low_power
14.33,4.94,1.09,69.32,5.35,21,121,0.0,night_or_low_power
36.0,4.38,2.52,74.88,3.68,22,121,4.905,night_or_low_power
0.0,3.25,1.52,75.42,2.17,23,121,0.0,night_or_low_power
6.38,6.16,4.78,73.36,1.97,0,122,0.0,night_or_low_power
0.0,4.73,4.12,67.61,0.76,1,122,0.0,night_or_low_power
0.0,3.38,2.19,73.89,1.49,2,122,0.0,night_or_low_power
0.0,3.09,2.75,57.25,0.42,3,122,0.0,night_or_low_power
9.53,3.84,2.7,57.3,1.77,4,122,0.0,night_or_low_power
50.81,8.67,9.94,78.17,0.32,5,122,6.853,night_or_low_power
11.88,5.68,4.27,76.15,2.21,6,122,0.0,night_or_low_power
203.29,9.07,14.61,78.58,0.69,7,122,22.168,sunny
362.88,7.99,16.71,65.18,2.7,8,122,36.111,sunny
590.0,13.3,29.35,56.19,2.07,9,122,56.681,sunny
498.58,8.71,22.65,64.59,1.27,10,122,46.859,moderate
760.3,13.8,36.19,79.3,0.52,11,122,65.48,sunny
715.58,11.46,31.38,58.14,1.93,12,122,67.345,sunny
758.75,17.9,39.21,60.56,1.82,13,122,67.051,sunny
522.73,10.07,24.61,66.11,1.43,15,122,51.911,sunny
402.89,11.11,20.49,61.9,3.39,16,122,40.048,sunny
225.08,13.55,19.44,69.95,1.08,17,122,20.943,sunny
29.8,12.46,12.7,60.58,0.82,18,122,3.002,night_or_low_power
0.0,11.11,8.8,68.82,2.88,19,122,0.0,night_or_low_power
13.09,8.96,8.27,46.65,1.35,20,122,0.0,night_or_low_power
0.0,6.71,5.2,52.97,1.89,21,122,0.0,night_or_low_power
0.0,8.32,8.21,64.39,0.14,22,122,0.0,night_or_low_power
5.77,3.38,2.66,79.15,1.12,23,122,0.0,night_or_low_power
38.17,4.54,4.68,66.65,1.26,0,123,3.954,night_or_low_power
29.82,2.69,3.0,68.37,0.73,1,123,3.989,night_or_low_power
5.22,2.36,1.34,70.93,1.48,2,123,0.0,night_or_low_power
0.0,3.02,2.72,65.35,0.37,3,123,0.0,night_or_low_power
33.96,2.96,2.22,55.79,2.21,4,123,3.308,night_or_low_power
0.0,6.33,5.14,72.66,1.48,5,123,0.0,night_or_low_power
11.21,3.31,2.53,70.64,1.4,6,123,0.0,night_or_low_power
218.18,8.33,12.56,68.99,2.9,7,123,21.751,sunny
468.33,7.5,20.93,57.71,0.76,8,123,45.441,sunny
603.13,10.12,23.82,77.66,5.49,9,123,59.563,sunny
711.66,10.93,31.69,61.65,0.74,10,123,67.514,sunny
843.97,11.3,33.63,76.36,3.74,11,123,78.763,sunny
835.78,15.52,36.65,46.14,4.93,12,123,75.607,sunny
782.06,12.85,36.11,60.81,0.25,13,123,70.148,sunny
668.66,15.17,34.42,75.36,1.01,14,123,62.012,sunny
620.61,15.03,33.21,62.1,0.54,15,123,57.632,sunny
382.49,12.55,21.76,44.71,2.83,16,123,36.637,sunny
208.26,9.78,15.12,57.92,1.14,17,123,22.089,sunny
17.28,9.5,9.39,67.97,0.79,18,123,0.0,night_or_low_power
0.0,12.62,11.29,75.81,1.65,19,123,0.0,night_or_low_power
0.0,9.75,8.19,63.31,1.95,20,123,0.0,night_or_low_power
5.1,7.75,4.33,75.28,4.47,21,123,0.0,night_or_low_power
0.0,5.13,1.55,70.85,4.48,22,123,0.0,night_or_low_power
8.33,8.69,8.15,62.79,0.99,23,123,0.0,night_or_low_power
0.0,2.82,2.47,75.03,0.43,0,124,0.0,night_or_low_power
18.34,4.33,2.85,75.73,2.55,1,124,0.0,night_or_low_power
0.0,4.89,3.61,65.5,1.6,2,124,0.0,night_or_low_power
0.0,1.44,-2.33,63.6,4.72,3,124,0.0,night_or_low_power
0.0,3.04,-0.82,55.7,4.83,4,124,0.0,night_or_low_power
0.0,4.43,2.3,71.35,2.67,5,124,0.0,night_or_low_power
34.41,8.11,7.42,61.74,2.15,6,124,5.315,night_or_low_power
186.22,6.71,10.45,71.16,2.32,7,124,17.52,sunny
391.95,6.01,16.08,69.64,2.11,8,124,39.179,sunny
567.76,7.11,22.32,69.62,2.28,9,124,58.733,sunny
638.36,9.85,27.98,64.25,1.27,10,124,62.222,sunny
825.1,9.44,33.27,55.55,1.16,11,124,74.669,sunny
781.61,14.75,37.1,67.14,1.37,12,124,72.981,sunny
605.76,13.9,31.95,82.35,0.15,14,124,56.399,moderate
583.02,13.19,29.76,59.31,1.15,15,124,56.312,sunny
361.12,14.7,24.45,55.01,1.35,16,124,34.382,sunny
222.76,13.82,18.46,54.44,2.55,17,124,21.282,sunny
54.99,9.41,10.19,65.37,1.09,18,124,7.242,night_or_low_power
15.1,8.48,4.91,72.61,5.03,19,124,0.0,night_or_low_power
0.0,10.3,6.91,72.49,4.23,20,124,0.0,night_or_low_power
28.93,8.13,4.82,78.89,5.22,21,124,6.181,night_or_low_power
0.0,7.6,5.86,69.66,2.18,22,124,0.0,night_or_low_power
38.03,3.56,0.89,58.8,4.76,23,124,4.512,night_or_low_power
0.0,3.17,2.38,70.49,0.98,0,125,0.0,night_or_low_power
54.2,5.1,5.19,50.91,1.93,1,125,4.199,night_or_low_power
0.0,2.64,2.42,66.04,0.27,2,125,0.0,night_or_low_power
16.54,1.14,-0.61,66.09,2.81,3,125,0.0,night_or_low_power
0.0,3.34,1.13,72.18,2.77,4,125,0.0,night_or_low_power
0.0,5.06,3.3,71.24,2.2,5,125,0.0,night_or_low_power
0.0,9.91,8.65,59.63,1.58,6,125,0.0,night_or_low_power
131.59,6.03,7.18,61.61,3.5,7,125,12.472,moderate
343.82,8.88,15.5,66.52,4.63,8,125,34.944,moderate
629.55,9.32,26.05,71.69,2.7,10,125,58.262,sunny
515.45,13.86,27.86,59.88,1.83,11,125,50.195,moderate
663.34,11.91,30.81,64.25,1.25,12,125,59.246,moderate
734.71,14.64,34.3,55.08,2.97,13,125,68.567,sunny
711.45,18.67,39.24,53.37,0.98,14,125,65.083,sunny
526.35,15.42,28.94,47.6,2.83,15,125,51.394,sunny
482.56,13.64,27.31,58.8,1.01,16,125,46.863,sunny
201.97,10.64,15.18,75.44,1.89,17,125,24.442,sunny
0.0,11.15,10.45,76.32,0.88,18,125,0.0,night_or_low_power
0.0,9.17,8.09,70.41,1.34,19,125,0.0,night_or_low_power
0.0,6.1,4.0,75.3,2.63,20,125,0.0,night_or_low_power
0.0,3.45,0.39,74.93,3.83,21,125,0.0,night_or_low_power
0.0,4.84,3.63,69.21,1.52,22,125,0.0,night_or_low_power
5.79,5.41,5.45,48.08,0.16,23,125,0.0,night_or_low_power
0.0,7.04,6.78,84.96,0.33,0,126,0.0,night_or_low_power
5.7,2.82,2.72,67.07,0.34,1,126,0.0,night_or_low_power
0.0,4.51,0.62,66.27,4.86,2,126,0.0,night_or_low_power
0.0,3.2,1.76,69.84,1.8,4,126,0.0,night_or_low_power
12.62,11.1,10.83,58.36,0.81,6,126,0.0,night_or_low_power
178.4,8.23,13.0,74.59,0.72,7,126,17.39,moderate
362.35,9.46,16.57,63.78,4.7,8,126,35.419,sunny
592.72,11.49,28.17,65.63,1.38,9,126,56.609,sunny
654.33,11.79,30.86,59.65,0.7,11,126,61.978,moderate
732.68,11.5,32.86,75.15,0.78,12,126,66.746,sunny
703.82,17.96,37.97,66.06,1.37,13,126,64.208,sunny
733.63,11.67,32.68,68.14,1.25,14,126,69.158,sunny
607.86,16.56,31.45,49.49,4.18,15,126,55.31,sunny
431.9,13.31,24.63,51.18,2.04,16,126,40.365,sunny
192.61,13.53,16.81,56.53,3.13,17,126,17.796,sunny
2.29,8.76,6.85,62.89,2.46,18,126,0.0,night_or_low_power
0.0,15.61,13.64,62.15,2.46,19,126,0.0,night_or_low_power
0.0,8.37,7.03,68.77,1.67,20,126,0.0,night_or_low_power
2.21,6.43,2.98,75.28,4.4,21,126,0.0,night_or_low_power
0.0,7.73,4.71,78.29,3.77,22,126,0.0,night_or_low_power
0.0,4.3,3.53,69.62,0.97,23,126,0.0,night_or_low_power
25.46,5.77,5.41,60.63,1.41,0,127,0.661,night_or_low_power
0.0,1.9,1.21,74.98,0.87,1,127,0.0,night_or_low_power
4.32,4.55,2.98,69.43,2.12,2,127,0.0,night_or_low_power
18.19,3.22,1.64,72.28,2.65,3,127,0.0,night_or_low_power
3.99,3.36,2.47,78.14,1.26,4,127,0.0,night_or_low_power
30.78,3.84,3.62,65.17,1.43,5,127,3.889,night_or_low_power
0.0,8.53,7.76,77.81,0.96,6,127,0.0,night_or_low_power
185.2,7.26,12.18,55.33,0.79,7,127,19.404,sunny
291.57,8.89,16.53,71.83,1.38,8,127,29.483,moderate
656.36,11.4,29.73,59.66,1.7,9,127,61.471,sunny
492.17,14.04,28.04,65.48,0.95,10,127,45.944,moderate
776.68,10.94,33.65,67.71,0.74,11,127,73.94,sunny
834.48,12.27,36.25,59.35,1.31,13,127,76.704,sunny
676.88,13.84,32.33,56.98,2.27,14,127,61.899,sunny
548.32,16.22,30.27,65.0,2.99,15,127,51.932,sunny
354.74,8.89,17.57,71.07,2.46,16,127,35.536,moderate
233.75,10.95,15.37,79.64,3.23,17,127,22.48,sunny
25.47,11.29,10.34,62.87,2.14,18,127,2.956,night_or_low_power
0.0,11.31,10.95,52.63,0.45,19,127,0.0,night_or_low_power
0.0,11.7,9.91,68.52,2.23,20,127,0.0,night_or_low_power
0.0,4.57,3.36,54.03,1.51,21,127,0.0,night_or_low_power
13.06,9.59,9.25,78.5,0.91,22,127,0.0,night_or_low_power
13.41,6.76,2.15,73.02,6.26,23,127,0.0,night_or_low_power
0.0,4.57,4.31,59.87,0.32,0,128,0.0,night_or_low_power
47.86,1.62,0.85,56.59,2.75,1,128,6.234,night_or_low_power
7.16,3.24,1.35,61.65,2.63,2,128,0.0,night_or_low_power
3.11,6.6,2.49,71.28,5.26,3,128,0.0,night_or_low_power
0.0,5.11,3.18,61.55,2.41,4,128,0.0,night_or_low_power
23.26,5.49,5.22,73.48,1.21,5,128,3.15,night_or_low_power
9.74,4.94,5.0,75.28,0.3,6,128,0.0,night_or_low_power
272.57,9.56,17.45,61.13,0.36,7,128,27.8,sunny
390.35,9.08,19.73,72.98,1.33,8,128,40.286,sunny
529.97,10.2,22.36,75.07,4.69,9,128,54.159,sunny
529.98,11.69,27.25,69.26,0.43,10,128,50.497,moderate
735.17,11.63,31.94,69.13,2.18,11,128,71.654,sunny
802.32,12.08,32.65,60.06,4.37,12,128,74.807,sunny
766.79,11.17,29.44,81.22,5.92,13,128,73.724,sunny
635.16,13.14,30.92,56.23,1.6,14,128,59.936,sunny
580.13,10.61,24.85,61.68,3.96,15,128,57.922,sunny
335.66,14.69,23.7,70.9,1.32,16,128,32.866,moderate
245.52,11.58,16.71,61.78,2.8,17,128,23.579,sunny
34.23,11.1,9.83,62.6,2.86,18,128,5.063,night_or_low_power
0.0,10.6,9.91,54.34,0.86,19,128,0.0,night_or_low_power
12.24,7.78,8.06,62.75,0.11,20,128,0.0,night_or_low_power
12.92,7.33,4.91,63.82,3.51,22,128,0.0,night_or_low_power
32.11,9.63,7.28,75.9,4.14,23,128,0.504,night_or_low_power
24.33,7.0,5.69,62.85,2.56,0,129,1.779,night_or_low_power
12.85,7.24,4.95,58.21,3.35,1,129,0.0,night_or_low_power
16.58,1.92,1.59,62.9,1.04,2,129,0.0,night_or_low_power
0.0,4.3,0.79,73.87,4.38,3,129,0.0,night_or_low_power
0.0,4.79,1.82,50.39,3.71,4,129,0.0,night_or_low_power
