timestamp,irradiance_w_m2,ambient_temp_c,module_temp_c,wind_speed_m_s,humidity_pct,cloud_cover_pct,hour,day_of_year,power_kw
2024-02-22 01:00:00,11.61,2.33,0.83,2.61,72.2,29.54,1,53,0.0
2024-02-22 02:00:00,0.0,1.23,-1.13,3.37,74.56,15.04,2,53,0.0
2024-02-22 03:00:00,0.0,-0.35,-3.77,4.89,81.83,9.16,3,53,0.0
2024-02-22 04:00:00,18.5,3.31,1.56,3.25,77.44,56.42,4,53,0.0
2024-02-22 05:00:00,65.54,5.56,6.06,1.91,68.41,30.38,5,53,6.946
2024-02-22 06:00:00,9.18,5.28,4.75,1.14,76.01,13.74,6,53,0.0
2024-02-22 07:00:00,85.24,0.06,1.85,0.85,71.61,56.05,7,53,8.463
2024-02-22 08:00:00,223.87,6.44,10.2,3.58,73.16,46.69,8,53,24.594
2024-02-22 09:00:00,312.31,6.98,14.45,1.82,73.16,39.45,9,53,28.92
2024-02-22 10:00:00,528.36,4.39,18.7,0.7,66.1,11.08,10,53,52.786
2024-02-22 11:00:00,542.01,6.92,20.26,2.63,77.53,16.11,11,53,53.836
2024-02-22 12:00:00,617.61,11.89,27.42,2.53,67.05,2.95,12,53,55.078
2024-02-22 13:00:00,546.63,11.17,21.07,7.72,61.04,12.63,13,53,54.448
2024-02-22 14:00:00,493.07,11.13,24.8,0.2,66.17,23.33,14,53,43.239
2024-02-22 15:00:00,323.01,9.5,18.24,0.43,92.36,29.39,15,53,32.366
2024-02-22 16:00:00,238.05,12.46,18.97,0.22,60.1,39.07,16,53,24.29
2024-02-22 17:00:00,159.5,7.04,10.88,0.9,51.88,14.66,17,53,15.716
2024-02-22 18:00:00,0.0,6.69,5.44,1.79,54.5,4.41,18,53,0.0
2024-02-22 19:00:00,8.99,6.63,5.87,1.44,68.27,9.96,19,53,0.0
2024-02-22 20:00:00,8.56,2.91,-0.51,5.23,83.5,40.53,20,53,0.0
2024-02-22 21:00:00,26.22,2.91,2.6,1.49,76.22,51.46,21,53,1.093
2024-02-22 22:00:00,15.54,5.59,5.84,0.26,64.59,22.01,22,53,0.0
2024-02-22 23:00:00,9.82,0.74,-3.8,6.89,64.96,24.07,23,53,0.0
2024-02-23 00:00:00,21.99,3.13,1.22,3.6,62.18,47.32,0,54,4.145
2024-02-23 01:00:00,0.0,2.33,-0.08,3.45,83.36,24.61,1,54,0.0
2024-02-23 02:00:00,0.0,0.56,0.15,0.57,68.05,19.24,2,54,0.0
2024-02-23 03:00:00,0.0,-1.77,-3.23,2.07,77.67,41.79,3,54,0.0
2024-02-23 04:00:00,13.72,1.69,-1.12,4.57,82.12,42.89,4,54,0.0
2024-02-23 05:00:00,10.35,-1.86,-4.36,3.98,82.42,23.44,5,54,0.0
2024-02-23 06:00:00,34.63,2.34,2.62,0.97,73.14,42.13,6,54,2.901
2024-02-23 07:00:00,155.41,5.09,8.18,1.79,60.25,15.27,7,54,13.242
2024-02-23 08:00:00,249.66,7.63,11.83,3.99,69.4,25.94,8,54,25.736
2024-02-23 09:00:00,365.08,6.88,15.65,2.09,69.98,31.03,9,54,36.196
2024-02-23 10:00:00,448.39,7.18,18.74,1.42,62.09,13.4,10,54,41.09
2024-02-23 11:00:00,535.14,8.05,22.57,0.67,56.87,15.91,11,54,51.717
2024-02-23 12:00:00,495.33,9.29,21.9,1.79,70.61,19.28,12,54,48.229
2024-02-23 13:00:00,478.52,11.97,21.9,4.95,81.88,37.07,13,54,48.375
2024-02-23 14:00:00,364.36,11.59,18.64,4.51,88.61,49.97,14,54,35.285
2024-02-23 15:00:00,299.69,10.68,17.34,2.48,68.79,50.03,15,54,31.3
2024-02-23 16:00:00,204.96,11.48,15.64,2.26,87.2,44.01,16,54,21.845
2024-02-23 17:00:00,127.92,9.43,10.7,3.31,58.28,17.77,17,54,11.849
2024-02-23 18:00:00,17.32,5.72,4.58,2.33,80.14,61.49,18,54,0.0
2024-02-23 19:00:00,0.0,4.97,3.34,2.32,72.87,3.01,19,54,0.0
2024-02-23 20:00:00,12.64,7.1,7.16,0.42,78.24,42.38,20,54,0.0
2024-02-23 21:00:00,0.0,1.85,1.34,0.73,84.7,35.49,21,54,0.0
2024-02-23 22:00:00,0.0,2.63,0.52,3.02,58.05,7.63,22,54,0.0
2024-02-23 23:00:00,30.66,2.13,1.48,2.15,68.57,22.27,23,54,1.209
2024-02-24 00:00:00,33.23,-0.57,-1.0,1.94,70.97,29.81,0,55,5.341
2024-02-24 01:00:00,0.0,-2.34,-3.32,1.4,77.19,9.97,1,55,0.0
2024-02-24 02:00:00,0.0,-1.53,-4.97,4.92,70.14,26.45,2,55,0.0
2024-02-24 03:00:00,0.0,-2.62,-4.78,3.08,70.49,11.85,3,55,0.0
2024-02-24 04:00:00,0.0,2.72,0.84,2.68,69.91,30.63,4,55,0.0
2024-02-24 05:00:00,0.0,3.08,2.61,0.68,75.34,32.87,5,55,0.0
2024-02-24 06:00:00,11.25,1.8,0.25,2.67,60.23,6.77,6,55,0.0
2024-02-24 07:00:00,190.07,1.8,0.87,8.92,62.13,26.14,7,55,19.577
2024-02-24 08:00:00,234.29,8.16,14.5,0.31,68.48,38.03,8,55,22.069
2024-02-24 09:00:00,449.29,8.0,18.08,3.58,56.5,3.39,9,55,43.385
2024-02-24 10:00:00,440.64,7.08,18.06,1.94,70.39,35.12,10,55,44.568
2024-02-24 11:00:00,423.07,11.73,22.24,1.91,78.12,39.2,11,55,42.275
2024-02-24 12:00:00,387.59,10.43,18.32,4.23,66.39,58.78,12,55,37.548
2024-02-24 13:00:00,485.0,11.29,24.2,0.96,67.2,33.34,13,55,47.374
2024-02-24 14:00:00,538.67,8.74,22.85,1.4,83.2,12.08,14,55,51.75
2024-02-24 15:00:00,402.9,7.62,17.76,1.63,56.41,30.7,15,55,39.484
2024-02-24 16:00:00,264.64,7.01,13.8,0.89,62.37,32.24,16,55,24.959
2024-02-24 17:00:00,150.38,13.53,16.63,1.58,74.82,43.15,17,55,14.226
2024-02-24 18:00:00,0.0,6.67,5.97,1.0,63.68,52.7,18,55,0.0
2024-02-24 19:00:00,27.98,7.25,6.64,1.99,69.51,29.5,19,55,6.069
2024-02-24 20:00:00,2.51,6.74,4.25,3.66,82.87,24.68,20,55,0.0
2024-02-24 21:00:00,27.44,4.49,4.66,0.86,66.18,29.24,21,55,6.549
2024-02-24 22:00:00,29.99,3.02,2.32,2.19,62.74,22.63,22,55,4.866
2024-02-24 23:00:00,17.91,1.94,1.14,1.86,59.65,32.64,23,55,0.0
2024-02-25 00:00:00,0.0,2.39,1.13,1.8,60.25,11.59,0,56,0.0
2024-02-25 01:00:00,0.0,-1.15,-1.72,0.81,73.8,41.72,1,56,0.0
2024-02-25 02:00:00,18.81,-0.12,-2.58,4.27,90.97,35.43,2,56,0.0
2024-02-25 03:00:00,22.34,-3.68,-6.04,4.27,72.04,30.47,3,56,0.735
2024-02-25 04:00:00,3.96,-2.3,-3.42,1.76,67.6,12.57,4,56,0.0
2024-02-25 05:00:00,0.0,-0.37,-2.77,3.41,67.39,10.75,5,56,0.0
2024-02-25 06:00:00,4.78,4.96,4.31,1.13,68.64,47.44,6,56,0.0
2024-02-25 07:00:00,94.03,3.92,3.96,3.7,59.87,58.93,7,56,10.684
2024-02-25 08:00:00,246.44,7.15,13.46,0.84,83.28,34.1,8,56,25.6
2024-02-25 09:00:00,306.68,7.82,15.9,0.72,83.84,63.85,9,56,29.2
2024-02-25 10:00:00,386.69,8.78,18.16,2.07,82.85,44.64,10,56,39.813
2024-02-25 11:00:00,571.93,7.4,19.07,6.21,68.49,13.85,11,56,54.332
2024-02-25 12:00:00,524.79,10.24,24.46,0.67,79.35,30.55,12,56,51.502
2024-02-25 13:00:00,503.87,11.1,24.97,0.34,55.34,21.85,13,56,49.093
2024-02-25 14:00:00,403.27,15.16,23.89,3.65,70.41,35.17,14,56,37.979
2024-02-25 15:00:00,373.3,9.89,18.84,2.16,73.66,28.03,15,56,38.802
2024-02-25 16:00:00,196.0,11.55,15.4,2.34,82.18,38.09,16,56,16.82
2024-02-25 17:00:00,169.86,9.04,12.79,1.44,76.17,40.4,17,56,17.614
2024-02-25 18:00:00,0.0,6.85,4.84,2.88,70.94,17.29,18,56,0.0
2024-02-25 19:00:00,0.0,8.79,6.39,3.42,71.28,26.66,19,56,0.0
2024-02-25 20:00:00,30.58,9.54,10.03,0.52,58.69,31.63,20,56,4.131
2024-02-25 21:00:00,0.0,4.99,4.7,0.42,68.3,37.19,21,56,0.0
2024-02-25 22:00:00,16.28,1.89,1.82,0.75,72.78,49.17,22,56,0.0
2024-02-25 23:00:00,0.0,3.16,2.39,1.09,74.0,12.5,23,56,0.0
2024-02-26 00:00:00,1.14,1.92,0.8,1.65,72.45,15.28,0,57,0.0
2024-02-26 01:00:00,24.21,5.3,4.5,2.11,79.37,14.59,1,57,0.864
2024-02-26 02:00:00,0.0,2.18,0.02,3.08,80.07,46.82,2,57,0.0
2024-02-26 03:00:00,13.19,-1.0,-1.39,1.09,72.98,37.73,3,57,0.0
2024-02-26 04:00:00,0.0,3.91,1.44,3.53,78.14,15.44,4,57,0.0
2024-02-26 05:00:00,31.64,3.71,3.09,2.15,61.0,27.53,5,57,1.749
2024-02-26 06:00:00,0.0,5.06,3.37,2.42,62.98,6.28,6,57,0.0
2024-02-26 07:00:00,152.56,5.29,9.2,0.52,58.2,8.38,7,57,14.679
2024-02-26 08:00:00,292.7,7.71,15.28,0.89,56.93,11.31,8,57,30.449
2024-02-26 09:00:00,304.04,7.87,15.43,1.37,65.45,44.46,9,57,29.935
2024-02-26 10:00:00,392.74,7.68,10.99,10.98,67.84,40.2,10,57,40.55
2024-02-26 11:00:00,569.56,9.5,23.01,3.48,68.19,16.18,11,57,57.844
2024-02-26 12:00:00,583.1,9.79,24.91,1.73,64.36,18.46,12,57,54.868
2024-02-26 13:00:00,547.71,11.21,25.72,1.17,67.14,11.44,13,57,54.256
2024-02-26 14:00:00,522.24,10.85,20.98,6.42,67.15,12.37,14,57,52.565
2024-02-26 15:00:00,419.25,9.89,20.06,2.24,48.12,17.13,15,57,39.394
2024-02-26 16:00:00,251.43,9.66,16.06,0.91,71.65,31.29,16,57,27.196
2024-02-26 17:00:00,107.32,9.22,11.72,0.72,63.38,26.74,17,57,9.061
2024-02-26 18:00:00,0.0,4.63,2.71,2.74,51.7,4.0,18,57,0.0
2024-02-26 19:00:00,9.13,9.04,8.09,1.71,67.78,12.92,19,57,0.0
2024-02-26 20:00:00,0.0,6.39,3.55,4.05,72.55,34.54,20,57,0.0
2024-02-26 21:00:00,0.0,3.18,2.72,0.65,72.98,30.38,21,57,0.0
2024-02-26 22:00:00,11.67,4.38,2.21,3.57,74.0,18.2,22,57,0.0
2024-02-26 23:00:00,31.63,1.14,-0.63,3.79,67.95,34.77,23,57,4.219
2024-02-27 00:00:00,0.0,0.28,-2.99,4.68,61.62,18.53,0,58,0.0
2024-02-27 01:00:00,0.0,1.55,0.84,1.02,74.38,40.39,1,58,0.0
2024-02-27 02:00:00,68.58,3.49,2.91,3.57,68.69,33.04,2,58,8.22
2024-02-27 03:00:00,7.27,1.36,0.58,1.4,91.32,20.28,3,58,0.0
2024-02-27 04:00:00,0.0,-0.25,-0.82,0.82,80.31,66.09,4,58,0.0
2024-02-27 05:00:00,0.0,1.39,0.17,1.75,70.48,24.31,5,58,0.0
2024-02-27 06:00:00,0.0,4.83,4.68,0.22,67.82,45.39,6,58,0.0
2024-02-27 07:00:00,132.26,5.15,7.16,2.42,65.82,43.08,7,58,15.556
2024-02-27 08:00:00,304.95,7.55,14.83,1.8,52.21,11.35,8,58,30.745
2024-02-27 09:00:00,390.98,7.71,18.33,0.47,64.39,17.73,9,58,38.842
2024-02-27 10:00:00,419.84,9.67,19.7,2.47,73.4,52.04,10,58,41.059
2024-02-27 11:00:00,551.26,13.19,26.23,3.43,74.87,19.82,11,58,52.011
2024-02-27 12:00:00,511.59,7.26,20.43,1.64,68.57,31.93,12,58,49.68
2024-02-27 13:00:00,530.46,15.28,29.23,1.28,61.33,16.05,13,58,50.202
2024-02-27 14:00:00,416.89,12.5,22.21,2.81,72.03,35.69,14,58,41.671
2024-02-27 15:00:00,378.65,15.71,22.74,5.1,63.63,16.44,15,58,38.127
2024-02-27 16:00:00,234.67,7.99,13.46,1.57,80.45,42.08,16,58,22.316
2024-02-27 17:00:00,111.46,9.93,8.23,6.89,81.65,33.58,17,58,11.573
2024-02-27 18:00:00,19.6,8.45,6.03,4.24,70.87,36.22,18,58,0.0
2024-02-27 19:00:00,0.0,8.69,7.76,1.33,66.25,47.94,19,58,0.0
2024-02-27 20:00:00,21.01,6.57,6.5,0.94,69.32,31.69,20,58,2.372
2024-02-27 21:00:00,12.29,5.05,3.38,2.89,70.07,21.78,21,58,0.0
2024-02-27 22:00:00,16.14,4.69,4.67,0.67,54.75,10.1,22,58,0.0
2024-02-27 23:00:00,22.42,1.88,2.04,0.67,71.9,42.06,23,58,3.028
2024-02-28 00:00:00,49.83,0.21,0.63,1.4,64.15,48.01,0,59,3.675
2024-02-28 01:00:00,0.0,1.65,0.72,1.32,82.1,59.95,1,59,0.0
2024-02-28 02:00:00,21.15,-0.46,-4.08,6.01,65.2,39.02,2,59,1.89
2024-02-28 03:00:00,9.95,0.49,-1.84,3.73,64.6,12.53,3,59,0.0
2024-02-28 04:00:00,26.58,-1.64,-3.58,3.84,77.24,55.5,4,59,1.679
2024-02-28 05:00:00,2.77,2.15,0.26,2.81,58.25,19.56,5,59,0.0
2024-02-28 06:00:00,29.4,1.22,1.06,1.39,69.26,20.05,6,59,3.721
2024-02-28 07:00:00,100.32,4.21,5.89,1.62,63.35,35.35,7,59,10.469
2024-02-28 08:00:00,264.09,3.4,8.95,2.63,79.79,18.11,8,59,26.223
2024-02-28 09:00:00,343.17,6.83,15.87,0.8,82.43,36.94,9,59,35.158
2024-02-28 10:00:00,489.6,9.87,23.02,0.8,76.53,21.31,10,59,46.254
2024-02-28 11:00:00,437.06,7.92,17.73,3.47,75.62,48.62,11,59,43.974
2024-02-28 12:00:00,476.52,8.04,19.25,3.04,74.8,39.29,12,59,46.167
2024-02-28 13:00:00,552.02,11.97,26.9,0.74,62.86,11.97,13,59,54.359
2024-02-28 14:00:00,401.64,12.4,23.14,0.72,75.97,42.01,14,59,36.364
2024-02-28 15:00:00,351.75,11.25,20.57,0.76,80.56,23.98,15,59,34.381
2024-02-28 16:00:00,179.83,8.97,11.62,3.41,70.09,63.56,16,59,16.604
2024-02-28 17:00:00,144.31,7.85,9.0,4.13,71.47,22.51,17,59,16.057
2024-02-28 18:00:00,11.03,7.41,7.14,0.83,57.8,36.28,18,59,0.0
2024-02-28 19:00:00,4.17,6.75,5.32,2.2,65.93,26.53,19,59,0.0
2024-02-28 20:00:00,44.83,2.12,2.82,0.79,67.21,15.82,20,59,2.846
2024-02-28 21:00:00,20.31,2.31,-0.47,4.79,72.59,25.37,21,59,3.557
2024-02-28 22:00:00,18.43,5.57,5.83,0.37,78.25,39.8,22,59,0.0
2024-02-28 23:00:00,9.12,2.45,1.02,2.41,79.96,23.25,23,59,0.0
2024-02-29 00:00:00,13.39,3.64,3.05,1.38,56.12,15.8,0,60,0.0
2024-02-29 01:00:00,0.0,2.72,2.15,0.82,80.13,38.28,1,60,0.0
2024-02-29 02:00:00,2.49,-0.11,-0.39,0.5,83.28,18.14,2,60,0.0
2024-02-29 03:00:00,48.04,0.09,0.97,0.67,71.21,39.74,3,60,3.294
2024-02-29 04:00:00,0.0,3.12,2.0,1.61,68.38,35.46,4,60,0.0
2024-02-29 05:00:00,0.0,3.5,2.73,1.09,72.62,30.16,5,60,0.0
2024-02-29 06:00:00,17.42,4.99,3.99,2.13,73.21,42.67,6,60,0.0
2024-02-29 07:00:00,129.6,4.2,3.47,6.22,76.25,56.18,7,60,11.623
2024-02-29 08:00:00,265.19,5.8,10.68,3.64,83.48,33.82,8,60,28.441
2024-02-29 09:00:00,361.53,6.3,14.01,3.45,87.33,19.57,9,60,35.62
2024-02-29 10:00:00,430.39,7.91,17.6,3.37,72.31,47.54,10,60,43.529
2024-02-29 11:00:00,484.66,7.68,19.34,2.73,91.56,39.92,11,60,46.717
2024-02-29 12:00:00,507.54,9.7,21.05,4.09,68.61,35.53,12,60,50.964
2024-02-29 13:00:00,621.73,10.03,26.57,1.23,70.43,7.54,13,60,61.401
2024-02-29 14:00:00,376.77,9.6,18.23,2.73,64.34,40.42,14,60,38.485
2024-02-29 15:00:00,396.82,11.93,22.8,0.34,61.26,25.24,15,60,37.306
2024-02-29 16:00:00,296.93,7.03,12.96,3.4,61.56,3.67,16,60,32.223
2024-02-29 17:00:00,198.78,9.73,13.83,2.09,69.65,1.72,17,60,21.076
2024-02-29 18:00:00,6.07,6.17,5.06,1.84,69.66,18.18,18,60,0.0
2024-02-29 19:00:00,0.0,5.11,4.59,0.75,51.53,3.87,19,60,0.0
2024-02-29 20:00:00,28.46,3.99,4.4,0.56,60.87,30.14,20,60,5.277
2024-02-29 21:00:00,0.0,5.16,4.24,1.32,51.66,7.11,21,60,0.0
2024-02-29 22:00:00,12.7,-1.5,-2.6,2.08,73.61,22.79,22,60,0.0
2024-02-29 23:00:00,0.0,2.32,-0.27,3.69,70.64,20.19,23,60,0.0
2024-03-01 00:00:00,0.0,1.22,-1.64,4.1,69.45,14.94,0,61,0.0
2024-03-01 01:00:00,0.0,-1.31,-3.95,3.77,71.35,20.34,1,61,0.0
2024-03-01 02:00:00,22.75,0.83,-0.55,2.87,63.73,20.04,2,61,3.516
2024-03-01 03:00:00,55.09,-1.79,-0.63,0.54,78.1,45.2,3,61,6.117
2024-03-01 04:00:00,0.0,1.05,-0.24,1.84,91.34,60.56,4,61,0.0
2024-03-01 05:00:00,11.16,-0.57,-3.87,5.15,82.04,49.41,5,61,0.0
2024-03-01 06:00:00,55.06,7.06,4.25,6.23,56.6,10.93,6,61,5.498
2024-03-01 07:00:00,111.27,5.89,8.64,0.52,71.58,42.96,7,61,10.255
2024-03-01 08:00:00,212.83,5.96,10.95,1.38,70.66,48.71,8,61,22.08
2024-03-01 09:00:00,445.47,4.85,13.57,5.36,72.24,5.62,9,61,46.761
2024-03-01 10:00:00,527.42,7.41,19.26,4.17,59.34,18.63,10,61,51.195
2024-03-01 11:00:00,496.07,8.53,21.03,1.98,74.45,40.54,11,61,51.031
2024-03-01 12:00:00,582.8,10.28,24.88,2.45,63.83,16.61,12,61,56.384
2024-03-01 13:00:00,426.36,11.09,21.09,2.77,67.93,47.75,13,61,41.978
2024-03-01 14:00:00,483.52,10.91,21.47,4.26,72.73,35.24,14,61,47.492
2024-03-01 15:00:00,342.57,10.98,17.64,4.18,69.77,37.16,15,61,33.201
2024-03-01 16:00:00,170.23,9.45,13.16,1.51,81.81,52.9,16,61,15.305
2024-03-01 17:00:00,85.96,9.68,8.5,5.13,70.08,45.63,17,61,11.776
2024-03-01 18:00:00,0.0,6.69,2.8,5.55,56.51,10.58,18,61,0.0
2024-03-01 19:00:00,37.31,4.63,4.49,1.69,66.49,17.23,19,61,5.76
2024-03-01 20:00:00,0.0,9.16,5.42,5.35,72.6,31.56,20,61,0.0
2024-03-01 21:00:00,38.05,5.0,4.9,1.67,72.69,16.25,21,61,2.896
2024-03-01 22:00:00,32.67,6.58,5.16,3.32,70.63,35.05,22,61,4.331
2024-03-01 23:00:00,5.63,1.38,-2.59,5.9,80.14,34.95,23,61,0.0
2024-03-02 00:00:00,0.0,5.9,2.67,4.62,55.51,10.86,0,62,0.0
2024-03-02 01:00:00,0.0,0.74,-0.03,1.1,80.58,31.72,1,62,0.0
2024-03-02 02:00:00,0.0,2.7,0.79,2.73,72.61,14.93,2,62,0.0
2024-03-02 03:00:00,43.27,0.65,-0.29,3.07,66.21,19.7,3,62,5.804
2024-03-02 04:00:00,0.0,1.41,-0.27,2.41,80.93,31.58,4,62,0.0
2024-03-02 05:00:00,0.0,1.65,0.81,1.19,78.11,44.14,5,62,0.0
2024-03-02 06:00:00,4.71,1.93,1.27,1.13,77.75,12.05,6,62,0.0
2024-03-02 07:00:00,89.85,6.08,7.37,1.75,68.29,44.11,7,62,9.088
2024-03-02 08:00:00,263.16,5.4,12.38,0.55,66.8,34.45,8,62,26.914
2024-03-02 09:00:00,361.27,8.37,16.38,3.01,75.24,31.74,9,62,34.981
2024-03-02 10:00:00,567.28,9.72,21.0,6.58,68.61,22.01,10,62,56.797
2024-03-02 11:00:00,495.1,11.78,24.29,1.93,58.64,32.41,11,62,49.186
2024-03-02 12:00:00,654.23,10.59,28.11,1.13,80.67,13.43,12,62,62.593
2024-03-02 13:00:00,531.56,7.22,21.63,0.68,82.55,21.35,13,62,50.004
2024-03-02 14:00:00,424.79,9.77,18.59,4.39,75.14,44.19,14,62,43.605
2024-03-02 15:00:00,387.6,10.19,19.12,2.75,65.4,33.78,15,62,35.648
2024-03-02 16:00:00,264.37,9.77,15.49,2.4,66.19,35.8,16,62,24.589
2024-03-02 17:00:00,80.77,11.59,11.91,2.77,84.46,77.04,17,62,9.341
2024-03-02 18:00:00,21.54,10.19,8.82,2.81,79.0,20.22,18,62,0.524
2024-03-02 19:00:00,10.43,6.42,4.59,3.02,93.82,37.04,19,62,0.0
2024-03-02 20:00:00,0.0,10.27,8.44,2.62,62.9,11.53,20,62,0.0
2024-03-02 21:00:00,0.0,3.42,1.05,3.38,74.77,53.9,21,62,0.0
2024-03-02 22:00:00,0.0,2.38,0.36,2.88,69.45,25.45,22,62,0.0
2024-03-02 23:00:00,0.0,-0.31,-0.53,0.32,75.63,29.14,23,62,0.0
2024-03-03 00:00:00,0.0,-2.08,-2.82,1.05,60.09,5.63,0,63,0.0
2024-03-03 01:00:00,1.9,-1.82,-2.5,1.05,60.91,25.43,1,63,0.0
2024-03-03 02:00:00,0.0,2.39,1.6,1.14,65.45,11.66,2,63,0.0
2024-03-03 03:00:00,0.0,2.02,1.49,0.76,82.92,63.79,3,63,0.0
2024-03-03 04:00:00,20.79,-0.73,-1.94,2.56,84.99,24.36,4,63,2.634
2024-03-03 05:00:00,0.0,2.03,-0.41,3.48,59.59,14.95,5,63,0.0
2024-03-03 06:00:00,29.93,4.48,5.01,0.43,79.23,25.27,6,63,4.038
2024-03-03 07:00:00,141.0,0.0,3.36,0.85,68.46,17.1,7,63,12.214
2024-03-03 08:00:00,360.51,8.91,18.64,0.52,61.26,1.77,8,63,37.399
2024-03-03 09:00:00,428.91,8.76,20.6,0.25,57.1,26.83,9,63,40.85
2024-03-03 10:00:00,524.06,9.49,22.69,2.1,68.76,12.0,10,63,49.07
2024-03-03 11:00:00,536.58,11.3,26.11,0.31,71.2,27.32,11,63,53.102
2024-03-03 12:00:00,487.24,5.61,17.84,2.02,94.73,51.98,12,63,49.626
2024-03-03 13:00:00,509.65,9.76,22.34,2.41,71.11,42.47,13,63,51.339
2024-03-03 14:00:00,427.01,12.88,23.48,1.94,86.34,48.53,14,63,40.52
2024-03-03 15:00:00,413.59,10.18,20.38,1.97,67.87,31.41,15,63,43.984
2024-03-03 16:00:00,255.69,11.18,17.11,1.76,66.02,26.19,16,63,26.827
2024-03-03 17:00:00,166.46,11.8,13.87,3.69,50.8,8.78,17,63,15.352
2024-03-03 18:00:00,0.0,9.27,5.36,5.59,80.81,35.72,18,63,0.0
2024-03-03 19:00:00,0.0,6.14,4.36,2.55,77.45,51.54,19,63,0.0
2024-03-03 20:00:00,4.1,6.52,5.87,1.08,70.69,29.42,20,63,0.0
2024-03-03 21:00:00,0.0,0.73,0.14,0.84,80.69,72.79,21,63,0.0
2024-03-03 22:00:00,0.0,3.85,3.64,0.29,73.34,29.69,22,63,0.0
2024-03-03 23:00:00,0.0,3.33,-0.06,4.84,70.44,47.83,23,63,0.0
2024-03-04 00:00:00,0.0,1.29,0.18,1.59,73.3,20.1,0,64,0.0
2024-03-04 01:00:00,42.42,2.81,2.82,1.68,61.74,20.31,1,64,4.103
2024-03-04 02:00:00,3.9,0.88,-0.45,2.06,68.14,17.74,2,64,0.0
2024-03-04 03:00:00,0.0,0.78,-0.14,1.32,72.85,16.27,3,64,0.0
2024-03-04 04:00:00,4.55,4.66,3.13,2.36,87.72,50.49,4,64,0.0
2024-03-04 05:00:00,38.03,-0.13,-0.79,2.46,68.86,8.61,5,64,2.787
2024-03-04 06:00:00,23.97,5.6,4.37,2.72,77.53,14.24,6,64,0.1
2024-03-04 07:00:00,84.34,6.65,8.65,0.52,79.65,65.65,7,64,8.769
2024-03-04 08:00:00,231.69,7.01,13.37,0.18,66.91,44.56,8,64,22.527
2024-03-04 09:00:00,388.29,5.81,14.17,3.58,85.9,22.78,9,64,36.155
2024-03-04 10:00:00,450.24,8.51,19.96,1.64,70.21,33.06,10,64,42.48
2024-03-04 11:00:00,539.68,7.25,21.68,0.97,76.93,24.66,11,64,53.021
2024-03-04 12:00:00,447.64,8.53,18.34,3.89,69.23,45.33,12,64,44.558
2024-03-04 13:00:00,574.06,10.41,25.79,1.0,70.63,16.29,13,64,57.309
2024-03-04 14:00:00,538.71,8.55,23.0,0.91,69.19,14.3,14,64,54.163
2024-03-04 15:00:00,406.14,9.68,20.19,1.24,67.86,21.15,15,64,40.606
2024-03-04 16:00:00,237.66,7.45,13.35,1.07,91.7,49.3,16,64,22.945
2024-03-04 17:00:00,202.45,10.16,15.07,1.09,68.3,9.66,17,64,19.494
2024-03-04 18:00:00,45.89,11.09,10.05,3.32,70.27,44.04,18,64,5.35
2024-03-04 19:00:00,0.0,11.01,7.46,5.07,81.46,26.48,19,64,0.0
2024-03-04 20:00:00,22.0,3.25,3.32,0.78,54.15,17.82,20,64,3.124
2024-03-04 21:00:00,0.0,2.31,0.91,1.99,65.43,50.69,21,64,0.0
2024-03-04 22:00:00,0.0,2.72,1.94,1.11,74.83,13.86,22,64,0.0
2024-03-04 23:00:00,0.0,3.43,0.52,4.16,77.14,44.73,23,64,0.0
2024-03-05 00:00:00,2.17,0.76,-0.95,2.54,71.02,42.33,0,65,0.0
2024-03-05 01:00:00,27.11,2.6,1.94,2.03,74.36,27.49,1,65,2.538
2024-03-05 02:00:00,0.0,1.57,-0.68,3.21,91.34,72.8,2,65,0.0
2024-03-05 03:00:00,0.0,-2.86,-5.56,3.86,60.01,10.99,3,65,0.0
2024-03-05 04:00:00,0.0,1.29,-0.92,3.15,68.04,16.23,4,65,0.0
2024-03-05 05:00:00,6.17,-0.51,-2.48,3.07,74.76,37.29,5,65,0.0
2024-03-05 06:00:00,6.57,1.88,-1.79,5.5,79.5,50.06,6,65,0.0
2024-03-05 07:00:00,118.29,3.39,4.83,2.67,84.55,60.98,7,65,10.955
2024-03-05 08:00:00,275.2,6.99,14.04,0.94,60.42,51.66,8,65,26.688
2024-03-05 09:00:00,344.1,6.74,14.83,2.21,77.4,39.2,9,65,35.302
2024-03-05 10:00:00,361.86,7.07,16.24,1.38,61.4,53.75,10,65,37.213
2024-03-05 11:00:00,620.28,13.23,26.92,5.26,63.25,7.42,11,65,61.491
2024-03-05 12:00:00,652.24,8.05,25.27,1.48,58.17,14.5,12,65,62.341
2024-03-05 13:00:00,573.32,10.91,25.9,1.52,66.13,9.15,13,65,54.681
2024-03-05 14:00:00,495.05,11.84,24.48,1.74,74.64,29.11,14,65,47.626
2024-03-05 15:00:00,368.52,10.67,19.31,2.39,72.0,36.85,15,65,35.467
2024-03-05 16:00:00,333.01,8.04,16.55,1.16,60.78,12.07,16,65,33.873
2024-03-05 17:00:00,151.01,7.14,10.55,1.16,62.2,38.05,17,65,14.921
2024-03-05 18:00:00,1.21,9.24,8.63,0.92,69.02,26.52,18,65,0.0
2024-03-05 19:00:00,12.19,8.89,5.8,4.9,66.12,26.41,19,65,0.0
